Skills,Developer,Permission,Traceability,Category,sub-category,Account Linking,customer reviews,Rating,Cost
Hermes,by Hermes Parcelnet Ltd,"['Device Country and Postcode', 'Full Name', 'Email Address']",c,Organizers & Assistants,Organizers & Assistants,Account linking required,No customer reviews,5.0 out of 5 stars,Free to Enable
my bin,by Galactic Computing Ltd,"['Device Address', 'Reminders']",c,Organizers & Assistants,Organizers & Assistants,Account linking required,No customer reviews,,Free to Enable
Phone Radar,by Overflow,['Mobile Number'],c,Organizers & Assistants,Organizers & Assistants,,No customer reviews,,Free to Enable
Pet Go,by Pet Go LTD,"['Email Address', 'Full Name', 'Mobile Number', 'Device Address']",c,Pets & Animals,Pets & Animals,,No customer reviews,,Free to Enable
Vets Now,by Versantus,['Device Country and Postcode'],c,Pets & Animals,Pets & Animals,,,5.0 out of 5 stars,Free to Enable
Boodskap IoT Platform,by Boodskap Inc,"['Lists Read Access', 'Device Address', 'Lists Write Access']",c,Productivity,Organizers & Assistants,,,3.2 out of 5 stars,Free to Enable
CenterPoint Energy,by CenterPoint Energy,['Device Address'],c,Productivity,Organizers & Assistants,Account linking required,,2.0 out of 5 stars,Free to Enable
Dilli Forms,by Dilli Labs LLC,"['Device Address', 'Email Address', 'Full Name', 'Mobile Number']",c,Productivity,Organizers & Assistants,,,No customer reviews,
Fast Weather,by Stoked Skills LLC,['Device Country and Postal Code'],c,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Music Player | Unofficial YouTube Playlist Player,by ixartz,['Email Address'],c,Productivity,Organizers & Assistants,,No customer reviews,5.0 out of 5 stars,Free to Enable
myMAX,by Childcare Center Software,['Device Country and Postal Code'],c,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
New England Biolabs,by New England BioLabs,"['Alexa Notifications', 'Mobile Number']",c,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Picniic,by Picniic,"['Lists Read Access', 'Lists Write Access']",c,Productivity,Organizers & Assistants,,No customer reviews,2.0 out of 5 stars,Free to Enable
RideShare,by brettswift,['Device Address'],c,Productivity,Organizers & Assistants,Account linking available,,5.0 out of 5 stars,Free to Enable
Rise Buildings,by Rise Buildings,['Email Address'],c,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Time Tracker Pro,by Denis Stadniczuk,['Email Address'],c,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Walk Me Through,by Botmation,"['Lists Read Access', 'Lists Write Access']",c,Productivity,Organizers & Assistants,,,5.0 out of 5 stars,Free to Enable
Working Now,by Alex Moruz,['Email Address'],c,Productivity,Organizers & Assistants,,,4.4 out of 5 stars,Free to Enable
autobotAI,by Autobot Live Pvt. Ltd.,['Device Country and Postcode'],c,Productivity,Productivity,,No customer reviews,2.0 out of 5 stars,Free to Enable
myNEB,by New England BioLabs,"['Alexa Notifications', 'Mobile Number']",c,Productivity,Productivity,,No customer reviews,,Free to Enable
Study Music | Improve your memory and learning,by ixartz,['Email Address'],c,Productivity,Productivity,,No customer reviews,,Free to Enable
Work Books,by Voice Activity Ltd,"['Full Name', 'Email Address']",c,Productivity,Productivity,,,1.9 out of 5 stars,Free to Enable
Behavior Buddy,by Michael Glover,['Email Address'],c,Productivity,To-Do Lists & Notes,,No customer reviews,,Free to Enable
Cal To-Dos,by Zach Nagengast,['Lists Read Access'],c,Productivity,To-Do Lists & Notes,,,3.9 out of 5 stars,Free to Enable
Call Reminders,by CMM Tech,['Device Country and Postal Code'],c,Productivity,To-Do Lists & Notes,,No customer reviews,,Free to Enable
Cozi Lists,by Cozi,"['Lists Read Access', 'Lists Write Access']",c,Productivity,To-Do Lists & Notes,,No customer reviews,,Free to Enable
DailyBalance,"by DataViz, Inc.","['Lists Read Access', 'Lists Write Access']",c,Productivity,To-Do Lists & Notes,Account linking available,,5.0 out of 5 stars,Free to Enable
Day Manager,by sayak,"['Lists Read Access', 'Lists Write Access']",c,Productivity,To-Do Lists & Notes,,No customer reviews,,
Good Morning Buddy,by Hariharan,"['Lists Read Access', 'Device Country and Postal Code']",c,Productivity,To-Do Lists & Notes,,,3.5 out of 5 stars,Free to Enable
"My Daybook - Diary, Journal, Note Assistant Skill",by BigheadTechies LLC,['Email Address'],c,Productivity,To-Do Lists & Notes,,,3.5 out of 5 stars,Free to Enable
My Memo,by Zimmermanns Internet & PR-Beratung,"['Full Name', 'Email Address', 'Reminders']",c,Productivity,To-Do Lists & Notes,,No customer reviews,,Free to Enable
Perfect day,by annish kumar,"['Lists Read Access', 'Lists Write Access']",c,Productivity,To-Do Lists & Notes,,,5.0 out of 5 stars,Free to Enable
Task Recorder,by Revel Software,"['Lists Read Access', 'Lists Write Access']",c,Productivity,To-Do Lists & Notes,,No customer reviews,,
Tasks In The Hand,by In The Hand Ltd,"['Lists Read Access', 'Lists Write Access']",c,Productivity,To-Do Lists & Notes,Account linking required,No customer reviews,,Free to Enable
Text Reminders,by CMM Tech,['Device Country and Postcode'],c,Productivity,To-Do Lists & Notes,,No customer reviews,1.0 out of 5 stars,Free to Enable
Todoist,by Doist,"['Lists Read Access', 'Lists Write Access']",c,Productivity,To-Do Lists & Notes,,,5.0 out of 5 stars,Free to Enable
Wonder Do It,by B!Dev,"['Lists Read Access', 'Lists Write Access']",c,Productivity,To-Do Lists & Notes,,,3.9 out of 5 stars,Free to Enable
Bike Now!,by Timoa,['Device Address'],c,Public Transportation,Public Transportation,,,2.7 out of 5 stars,Free to Enable
Cycle Hire London for Santander Bikes,by Alexander Baxevanis,['Device Country and Postcode'],c,Public Transportation,Public Transportation,,No customer reviews,,Free to Enable
NCTX Buses - Nottingham City Transport,by Nottingham City Transport,['Device Country and Postcode'],c,Public Transportation,Public Transportation,,,1.0 out of 5 stars,Free to Enable
Nearest Next Bus London,by Ross Deane,['Device Country and Postcode'],c,Public Transportation,Public Transportation,Account linking required,,3.6 out of 5 stars,Free to Enable
Passenger Transport,by We Are Base,['Device Country and Postcode'],c,Public Transportation,Public Transportation,,No customer reviews,,Free to Enable
Red Bus,by Galen Han,['Device Address'],c,Public Transportation,Public Transportation,,,3.9 out of 5 stars,Free to Enable
The Church of England,by The Church of England,['Device Country and Postcode'],c,Religion & Spirituality,Religion & Spirituality,,No customer reviews,3.3 out of 5 stars,Free to Enable
Fair by Fairy,by P&G Productions,"['Lists Write Access', 'Lists Read Access']",c,Self Improvement,Self Improvement,,No customer reviews,,Free to Enable
GoRoadie,by GoRoadie,['Device Country and Postcode'],c,Self Improvement,Self Improvement,,No customer reviews,,Free to Enable
1-800-Flowers,by www.1800flowers.com,['Amazon Pay'],c,Shopping,Shopping,,No customer reviews,5.0 out of 5 stars,Free to Enable
A Town coffee,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Alldock USA,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Alpaca Direct,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,
Amiya Restaurant,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
AnyList,"by Purple Cover, Inc.","['Lists Read Access', 'Lists Write Access']",c,Shopping,Shopping,,,1.0 out of 5 stars,Free to Enable
Autotrader,"by Autotrader.com, Inc","['Device Country and Postal Code', 'Email Address', 'Location Services']",c,Shopping,Shopping,Account linking required,No customer reviews,,Free to Enable
Ayoba,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay', 'Alexa Notifications']",c,Shopping,Shopping,,,No customer reviews,
Ayoba-Yo,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
BJ's Wholesale Club,by BJ's Wholesale Club,['Device Address'],c,Shopping,Shopping,,No customer reviews,,Free to Enable
Black Rifle Coffee Company,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,,5.0 out of 5 stars
Brandini Toffee,by Blutag Inc,"['Full Name', 'Email Address', 'Device Address']",c,Shopping,Shopping,,,No customer reviews,
Bring Me Tacos,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Brooklinen,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,4.0 out of 5 stars
Buiced,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,5.0 out of 5 stars
BYLT Sports Drinks,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,5.0 out of 5 stars
Catch Some Air,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
CF SHOP!,by THE CADILLAC FAIRVIEW  CORPORATION LIMITED,['Device Country and Postal Code'],c,Shopping,Shopping,Account linking required,,2.7 out of 5 stars,Free to Enable
Chocolaterie Stam,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
ChocoMe,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Chooka,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
City Liquor,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Classic ginger tea shop,by Emitrr.com,['Email Address'],c,Shopping,Shopping,,No customer reviews,,Free to Enable
Columbia Package Store,by Blutag Inc,"['Full Name', 'Email Address', 'Device Address']",c,Shopping,Shopping,,,No customer reviews,
columbus wines,by Blutag Inc,"['Full Name', 'Email Address', 'Device Address']",c,Shopping,Shopping,,,No customer reviews,
Cultivate What Matters,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Cure UV,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Deal Finder | Get your daily deals and save money,by ixartz,['Email Address'],c,Shopping,Shopping,,,5.0 out of 5 stars,Free to Enable
Don Pablo Coffee,by Blutag Inc,['Amazon Pay'],c,Shopping,Shopping,,,No customer reviews,
Duckfeet USA,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,
ecozoi,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,,5.0 out of 5 stars
eighty sixth street wines,by Blutag Inc,"['Full Name', 'Email Address', 'Device Address']",c,Shopping,Shopping,,,No customer reviews,
Entimio,by Blutag Inc,"['Full Name', 'Email Address', 'Device Address']",c,Shopping,Shopping,,,No customer reviews,
ES Beverage,by Emitrr.com,"['Device Address', 'Full Name', 'Email Address', 'Mobile Number', 'Amazon Pay']",c,Shopping,Shopping,,,3.7 out of 5 stars,Free to Enable
EZneeds,by Blutag Inc,"['Alexa Notifications', 'Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,,1.0 out of 5 stars
Gary's wine,by Blutag Inc,"['Device Address', 'Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
General Store,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,2.8 out of 5 stars
Gilly's Organics,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,
Grandin Road,by Grandin Road,['Location Services'],c,Shopping,Shopping,,,1.0 out of 5 stars,Free to Enable
Gravity Blankets,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay', 'Alexa Notifications']",c,Shopping,Shopping,,,No customer reviews,
GUNAS New York,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Haerfest,by VoiceFront,"['Email Address', 'First Name', 'Amazon Pay']",c,Shopping,Shopping,,No customer reviews,,Free to Enable
Head Hunters Naturals,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Homewatch CareGivers of Morris,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Kracnola,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,,5.0 out of 5 stars
Lamps Plus Order Status,by Linc Global,"['Device Address', 'Location Services']",c,Shopping,Shopping,,No customer reviews,3.0 out of 5 stars,Free to Enable
Laundrylicious,by Emitrr.com,"['Device Address', 'Email Address', 'Full Name', 'Mobile Number', 'Amazon Pay']",c,Shopping,Shopping,,No customer reviews,,Free to Enable
Levi's Assistant,by Levi Strauss,"['Device Address', 'Location Services']",c,Shopping,Shopping,,,3.8 out of 5 stars,Free to Enable
Little Dreamers Club,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
LM Dorwart,by Blutag Inc,"['Device Address', 'Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Love Love Sweets,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,
Macy's Orders,by Narvar,"['Lists Read Access', 'Lists Write Access']",c,Shopping,Shopping,Account linking required,No customer reviews,,Free to Enable
Maidme Cleaning Service,by Emitrr.com,"['Email Address', 'Full Name', 'Mobile Number', 'Device Address']",c,Shopping,Shopping,,No customer reviews,,
Makes 3 Organics,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Malebasics,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,5.0 out of 5 stars
Marquis Beverage,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
MemoryBeach,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Mermaid No1,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
millennials in medicine,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Mission Meats,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay', 'Alexa Notifications']",c,Shopping,Shopping,,,No customer reviews,
Mitre 10 Store Locator,by Mitre 10 (New Zealand) Ltd,['Device Country and Postcode'],c,Shopping,Shopping,Account linking available,,4.3 out of 5 stars,Free to Enable
ML DELICATE BEAUTY,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,
Muvez Foodwear,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,
My Audio Pet,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
My Deal,by dealendar.com,['Device Country and Postcode'],c,Shopping,Shopping,,,3.2 out of 5 stars,Free to Enable
Nail Hoot,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Nixon Thread Co,by Blutag Inc,"['Full Name', 'Email Address']",c,Shopping,Shopping,,,No customer reviews,
Nomad,by Blutag Inc,"['Full Name', 'Email Address', 'Amazon Pay']",c,Shopping,Shopping,,,No customer reviews,4.7 out of 5 stars
